
Using device: cuda
Epoch[10/100], train loss: 17.831184
Epoch[20/100], train loss: 17.874254
Epoch[30/100], train loss: 17.915398
Epoch[40/100], train loss: 17.857395
Epoch[50/100], train loss: 17.81769
Epoch[60/100], train loss: 17.899607
Epoch[70/100], train loss: 17.980217
Epoch[80/100], train loss: 17.852589
Epoch[90/100], train loss: 17.970135
Epoch[100/100], train loss: 17.760584
