Using device: cuda
Epoch[10/300], loss: 0.026452653110027313
Epoch[20/300], loss: 0.016329435631632805
Epoch[30/300], loss: 0.011368115432560444
Epoch[40/300], loss: 0.009378956630825996
Epoch[50/300], loss: 0.0081827063113451
Epoch[60/300], loss: 0.006529182195663452
Epoch[70/300], loss: 0.005935673601925373
Epoch[80/300], loss: 0.005139624699950218
Epoch[90/300], loss: 0.0039518424309790134
Epoch[100/300], loss: 0.003803713945671916
Epoch[110/300], loss: 0.0030181154143065214
Epoch[120/300], loss: 0.003098449669778347
Epoch[130/300], loss: 0.0031145948451012373
Epoch[140/300], loss: 0.00215850118547678
Epoch[150/300], loss: 0.0018270835280418396
Epoch[160/300], loss: 0.0019103959202766418
Epoch[170/300], loss: 0.0014876576606184244
Epoch[180/300], loss: 0.001259847660548985
Epoch[190/300], loss: 0.0012143447529524565
Epoch[200/300], loss: 0.001068062148988247
Epoch[210/300], loss: 0.0012294650077819824
Epoch[220/300], loss: 0.0009208969422616065
Epoch[230/300], loss: 0.0009593053837306798
Epoch[240/300], loss: 0.0012313427869230509
Epoch[250/300], loss: 0.0006798988324590027
Epoch[260/300], loss: 0.0006231565494090319
Epoch[270/300], loss: 0.0007164941052906215
Epoch[280/300], loss: 0.0006000539287924767
Epoch[290/300], loss: 0.0010344268521293998
Epoch[300/300], loss: 0.0005928393802605569
