Succinic acid,Spermine,Spermidine,N-Formyl-L-Methionine,Indole-3-acetic acid,N-Acetyl-D-glucosamine,Malonic acid,L-Aspartic acid,L-Asparagine,Isonicotinic acid,Glutaric acid,Fumaric acid,L-Serine,Amantadine,Allantoin,Sinapic acid,Adenosine,Adenine,L-Iditol,beta-Alanine,Melibiose,L-Valine,L-Norleucine,L-Lysine,L-Isoleucine,L-Glutamine,L-Glutamic acid,Maltotriose,Acetophenone,Testosterone,METHYL PROPIONATE,Methyl hexanoate,Fenchol,(+)-Borneol,cis-Citral,Diethyl fumarate,trans-Cinnamyl alcohol,DIETHYL MALEATE,Anthracene,Pyrene
0.25698477,0.0037620105,-0.037986122,-0.35624188,-0.29517075,-0.41617042,0.32618794,-0.38370812,0.34157303,0.15792227,0.20421487,0.07985428,-0.33166882,-0.21353306,0.71939784,-0.16448195,0.59702283,0.32616657,-0.6165629,-0.018476885,-0.77127945,-0.20114489,-0.49710533,-0.08212946,-0.3205539,0.2812473,-0.5728555,-0.6677319,-0.22000532,-0.5499641,-0.16638923,-0.5775999,-0.39889646,-0.49296635,-0.51610196,-0.28343004,-0.29351142,-0.28343004,-0.31938207,-0.30706996
0.7896621,0.39767706,0.42431897,0.2029713,0.0574924,0.8462587,0.88575554,0.176353,0.08797254,0.18951279,0.652037,0.625875,0.2727393,0.40892017,0.17311282,0.8542663,0.006387441,0.033868767,0.83417815,0.16643026,0.8651839,0.09489425,0.06351609,0.1274168,0.061422378,0.12896211,0.24882157,0.8623062,0.7875621,0.86608565,0.49944386,0.51575804,0.9568934,0.925492,0.6690087,0.554238,0.62540567,0.554238,0.7928932,0.68190813
0.020665422,0.056263346,0.05117415,0.32996297,0.28415084,0.47549477,0.016175503,0.4502208,0.5283524,0.0652881,0.033137076,0.03177394,0.33765316,0.17356469,0.38242722,-1.7550123e-05,0.7338125,0.08014597,0.3486286,0.14916086,0.41867983,0.461042,0.32163092,0.3470944,0.46649536,0.48993444,0.41065615,0.3936014,0.13745485,0.45579615,0.18529545,0.1321155,0.4194534,0.5222925,0.09855988,0.21132125,0.07288572,0.21132125,0.050805517,0.03536796
0.0187454,0.012928097,0.044502806,0.19005929,0.0044929334,-0.047670398,0.0332137,0.17077795,0.109155715,0.07492306,0.022562336,0.020844268,0.13534415,-0.37764257,-0.15701698,0.2700341,-0.2159186,-0.020482419,0.15447953,0.19285376,-0.12713477,0.24319641,0.24687466,0.14702895,0.15490898,0.17547628,0.13373296,-0.12369219,0.04281109,-0.36383536,0.07551531,0.13544701,-0.16717727,-0.26334068,0.28679067,0.18523586,0.27650154,0.18523586,-0.1210351,-0.15323947
-0.35903817,-0.47728434,-0.48870575,0.64787805,0.64106,0.13697132,-0.3966435,0.6178383,0.4211394,-0.11854178,-0.39769727,-0.403694,0.574662,-0.64288646,-0.6011931,0.68045807,0.5882538,0.6549109,-0.24937141,0.10260768,-0.27880108,0.6480581,0.5791455,0.099122375,0.62015164,0.32815346,0.6155277,-0.44895312,0.5349431,0.5790363,-0.1407634,0.08333505,0.28033763,0.5026373,0.6146428,0.5816838,0.529301,0.5816838,0.5993676,0.5328155
-0.06254434,-0.010593028,-0.012841353,-0.0046359994,-0.03085578,-0.005813774,-0.08478966,-0.0059539573,-0.009699623,-0.028435359,-0.026099902,-0.056223124,-0.006896196,-0.018537419,-0.028406765,-0.014293203,-0.020941654,-0.009135248,-0.006712167,-0.01461822,-0.0038787192,-0.017251218,-0.011365329,-0.016262861,-0.011135713,-0.009303958,-0.0052083707,-0.0043594423,-0.015254264,-0.011006995,-0.015482568,-0.012715895,-0.016093664,-0.018290509,-0.0077973576,-0.0063295146,-0.021280805,-0.0063295146,-0.01371025,-0.02135902
-0.087287284,-0.6216982,-0.5975734,-0.2000448,0.1166929,0.041479964,-0.119635545,0.1070251,0.0065414896,-0.2220117,-0.078525245,-0.10746771,0.07238217,-0.39185145,-0.68402934,-0.03928231,0.15812972,-0.5397325,0.06610328,-0.27800205,0.04305706,-0.047356296,-0.03735808,-0.09747997,0.0066327616,0.0082200095,0.16484189,0.04999875,-0.22696173,-0.009769218,0.024361156,-0.0201978,-0.043512516,0.054820232,-0.26532882,0.3555716,-0.05819485,0.3555716,-0.5998614,-0.46522683
-0.24948278,-0.066962674,-0.10345203,-0.02481984,-0.17825371,-0.001982525,-0.47075924,-0.026201822,-0.09353479,-0.16074578,-0.20387676,-0.23624124,-0.02115401,-0.04447419,-0.06059623,-0.20802134,0.007926321,-0.015101063,-0.003592997,-0.110396616,-0.00045847436,-0.22832839,-0.14532527,-0.21719083,-0.20277035,-0.12003657,-0.03318314,-0.00053859135,-0.04266179,-0.03821621,-0.20760088,-0.3258211,-0.24171948,-0.12335851,-0.35454148,-0.18095486,-0.15583795,-0.18095486,-0.06448171,-0.052078538
0.0009517954,0.00017721349,0.00048257827,0.002888584,0.0369072,0.009431706,0.0013852109,0.004111945,0.0005421212,0.0274146,0.0013494776,0.002089336,0.0040490967,0.122924365,0.06733497,0.02421498,-0.17640315,0.22092037,0.057822168,0.0028344877,0.26513636,0.01318702,0.0013165242,0.00014645956,0.004413982,0.0005103291,0.0014329305,0.2735462,-0.008441852,-0.26195303,0.051669225,0.007072986,-0.15361641,-0.07791083,0.103989474,0.21036394,0.022782197,0.21036394,0.20294146,0.10172298
0.06348059,0.94250333,0.9119186,0.86197054,0.31779146,-0.03371699,-0.02987868,0.73182756,0.6979669,0.06633375,0.11120334,-0.026022054,0.76738966,0.48170003,-0.13418415,0.50513065,-0.2067873,0.34674332,0.2699107,0.64190096,-0.011872342,0.8024097,0.6913887,0.7340707,0.77112055,0.6829416,0.77168393,-0.010212645,0.46838582,0.6119619,0.5788117,0.6140458,0.41027188,0.2708992,0.80280244,0.6923622,0.45908594,0.6923622,0.20129031,0.14413856
-0.010166753,0.21703829,0.16074681,-0.02112701,-0.009719797,-0.05529005,-0.00916352,-0.08571589,-0.01143493,0.017974505,-0.014072968,0.017511413,0.04474188,-0.11301815,0.13896206,-0.022531243,0.013604885,0.098253965,0.037310783,0.043433215,-0.11867416,-0.22521819,-0.09142625,0.0039307647,-0.07788666,-0.05817055,-0.1117344,-0.13557987,-0.100094974,-0.097361535,-0.096020386,-0.12305362,-0.4215072,-0.46350124,-0.017548457,0.108465284,0.09965643,0.108465284,-0.08970366,-0.1338838
-0.6494606,-0.15233399,-0.15707874,-0.18154813,-0.028054917,-0.0024013326,-0.80655414,-0.5067161,-0.6233771,-0.26429275,-0.4378356,-0.76363945,-0.04951253,-0.04844963,-0.45099163,-0.078970596,-0.0015793724,-0.16007484,-0.0015489999,-0.35502726,-0.0007149923,-0.09072787,-0.096994564,-0.17662051,-0.18487217,-0.5398036,-0.3103744,-0.0005515616,-0.032114513,-0.0013233107,-0.021470815,-0.014720736,-0.010400174,-0.009369952,-0.004146072,-0.004533599,-0.035708457,-0.004533599,-0.025158288,-0.01217939
0.0104554305,0.31638816,0.34356108,0.31009024,1.9383075e-05,0.5124201,0.015659772,0.15968955,0.17607552,0.0007656422,0.009322938,0.012877277,0.15555024,0.43811867,0.12368985,0.06086218,6.577263e-05,2.123809e-06,0.098600805,0.1401877,0.39361492,0.3642757,0.22430736,0.2906046,0.30911207,0.1716655,0.14978717,0.43740848,0.027703442,0.6668714,0.04709037,0.03271571,0.27271852,0.3415466,0.19114882,0.2102993,0.03246332,0.2102993,0.0018495,0.0016507972
-0.024107926,-0.06857965,-0.07588153,-0.028137576,-0.009141328,-0.01263642,-0.034161475,-0.011319688,-0.024457755,-0.027395293,-0.026124178,-0.01957056,-0.015444074,-0.03761905,-0.0048422944,-0.01615489,-0.023036458,-0.07745199,-0.0035596453,-0.029316317,-0.008057239,-0.01778292,-0.058285516,-0.03011202,-0.042119358,-0.029760594,-0.013905293,-0.004959618,-0.034703888,-0.009471664,-0.05325883,-0.027756263,-0.025575127,-0.012425759,-0.0071454737,-0.021801168,-0.0146268895,-0.021801168,-0.043822374,-0.04568826
0.08597665,0.0071215606,0.008254458,0.13018839,0.3314133,0.18206242,0.12260708,0.061472442,0.12823433,0.08585635,0.080026485,0.0050626453,0.026435949,0.019160556,0.40435663,-0.0007173997,0.63924104,0.13556845,0.03441566,0.027430588,-0.040022064,0.12432942,0.03962553,0.033487264,0.05959074,0.119102016,0.04346122,-0.012305193,0.05946117,0.0027576059,0.036980174,0.035192724,-0.006559019,0.020058248,0.002970447,0.009433839,0.006936977,0.009433839,0.034739632,0.030070132
-0.016107203,0.00011809262,0.0001465206,0.0010058346,0.0022163494,0.22051452,-0.0261808,-0.00018678134,2.502695e-05,-0.0032224767,-0.00978444,-0.007866497,0.4572845,0.0027976339,0.0005755151,0.006717979,0.1483058,0.0003406154,0.5812802,-0.0005063095,0.06362628,0.0017197089,-0.0012803414,-0.0016096042,0.0017019152,-0.00093606627,-0.001774668,0.01127803,0.001664249,-0.096909486,0.23806491,0.023983642,-0.020170707,0.011746616,0.020662012,0.88607377,0.012623264,0.88607377,0.0002328276,0.00021040002
-0.14933579,-0.17531022,-0.25592127,-0.5395803,-0.8375244,-0.13200979,-0.35683575,-0.5164481,-0.7254654,-0.42916748,-0.16964403,-0.08941812,-0.3904888,-0.57037187,0.012548044,-0.39628884,0.033632815,-0.7433256,-0.22691223,-0.5702258,-0.37943977,-0.43750775,-0.50373507,-0.40260842,-0.40521178,-0.7214223,-0.48747706,-0.40226665,-0.33611047,0.3385832,-0.33944958,-0.34828576,0.5595478,0.48142576,-0.26887563,-0.5597614,-0.53911716,-0.5597614,-0.5973135,-0.51160765
-0.0026901278,-0.00020884963,-0.00017737794,-0.00072754483,-0.001020899,-0.00038176257,-0.0027920138,-0.0018468142,-0.0005658517,-0.0017670324,-0.0033103374,-0.0031103194,-0.0012572207,-0.00089170976,-0.00030865043,-0.00046355708,-0.00035514636,-0.0008164113,-0.0003323238,-0.0005491469,-0.0001688787,-0.00077663816,-0.00042568974,-0.00048584884,-0.00071192486,-0.0006989608,-0.0018543819,-9.856937e-05,-0.00029513714,-0.001046291,-0.000177338,-0.000120866935,-0.00013525118,-0.0001459348,-0.00016821979,-8.994192e-05,-0.00030069033,-8.994192e-05,-0.0002814839,-0.0036301457
-0.012706472,-0.4866712,-0.41838846,-0.4119218,-0.26394886,0.012353141,-0.01071992,-0.3821374,-0.3344861,-0.11697525,-0.047026932,-0.031417765,0.051288944,-0.32334068,-0.49497238,0.008822325,0.012372497,-0.21415621,0.027755303,-0.16069032,0.0029383677,-0.2513215,-0.22695608,-0.27228338,-0.26691332,-0.27995643,-0.29565838,0.003984545,-0.099484734,-0.16211873,0.10157596,0.06734235,-0.01781291,-0.057013925,-0.08160433,0.16621092,-0.04510437,0.16621092,-0.2837581,-0.23523994
0.016014999,0.027267821,-0.0061036563,0.34225833,0.22545722,0.04607613,0.013188451,0.055556126,0.11502802,0.15606694,0.02031008,0.019410089,-0.04428759,0.008194505,0.004105282,0.2636467,0.020789636,0.050334908,-0.08728274,0.10632222,-0.14787039,0.120543346,0.21559712,0.1122129,0.15480739,0.12199542,0.06864401,-0.15396504,0.22229601,0.05018723,0.22364558,0.19238596,-0.015158263,-0.02560346,0.29683965,0.19930138,0.3602344,0.19930138,0.24367347,0.21365209
0.0009081886,0.040977564,0.031968713,0.0015983848,0.0001813282,0.006922865,0.00034745358,6.622205e-05,0.0018604491,0.00034188398,0.0010767822,0.0006682198,0.0009606092,0.104265064,0.48031223,0.00020171647,0.0050885673,0.063141555,0.0011557301,0.0006946473,0.0009631403,0.0010878842,0.0013791096,0.0007524743,0.0011461385,0.0021697266,8.127467e-05,0.00072097476,0.0015397628,0.005266336,0.0022291434,0.0012453077,0.030424347,0.08386857,0.0039311177,0.00013780987,0.0019844775,0.00013780987,0.041874383,0.035064377
0.008258973,0.0010621083,0.0013861202,0.00226174,0.00092892814,0.03172137,0.008192501,0.003111597,0.0020499942,0.0038088737,0.009129302,0.009437737,0.007893981,0.011188906,0.0011549605,0.7768893,0.015939744,0.002395902,0.03382369,0.0043368973,0.062224023,0.0015840871,0.0029067656,0.00487242,0.0042414796,0.0024415734,0.0046683815,0.05104058,0.0033203645,0.054067723,0.016214812,0.031317662,0.015475122,0.008482699,0.0045133503,0.020063085,0.00920265,0.020063085,0.0012576602,0.0025100396
0.03941284,0.032427605,0.03127632,0.005960847,0.013699493,0.03452166,-0.009033086,0.016447056,0.014339357,0.015019554,0.03309846,0.023787092,0.016874406,0.053913787,-0.006444229,0.04432975,0.045485314,0.03099806,0.08906499,0.007900574,0.16384082,0.011437683,0.02050569,0.016326116,0.010046321,0.016324548,0.020420548,0.17367157,0.0166026,0.34817526,0.026398355,0.036933854,0.104302935,0.12473941,0.059944276,0.037894648,0.04415434,0.037894648,0.025548276,0.037582424
0.016733013,0.2117542,0.15255247,0.35295486,0.6054643,0.25543958,0.013054188,0.18476409,0.37642768,0.050005678,0.018356133,0.023361519,0.06896984,0.029115314,0.23748796,0.023626773,0.00092036364,-0.00011422603,0.028244993,0.050226007,0.114383675,0.33025828,0.31642494,0.20970052,0.25625834,0.40904707,0.16961178,0.13225634,0.030509176,0.030531012,0.06329209,0.19524877,0.05875434,0.05353472,0.117462814,0.08943769,0.025126398,0.08943769,0.028297352,0.03468771
0.019051798,0.18794584,0.23254663,0.27452826,0.08920856,0.15326361,0.03001331,0.110349454,0.14589347,0.030874338,0.01864335,0.03190077,0.16407195,0.57195777,0.12924904,0.019271744,0.3349255,0.024016405,0.14632651,0.10375337,0.3094558,0.10713054,0.13383143,0.066695794,0.093666,0.1356575,0.10112342,0.18422994,0.054718748,0.03097677,0.10091347,0.122532666,0.082229175,0.10617742,0.1100079,0.14541987,0.0557314,0.14541987,0.054472156,0.04936377
-0.025996698,-0.0728195,-0.069693826,-0.038236443,0.00452929,0.019848913,-0.021252224,-0.0034677738,-0.0041428427,-0.002819528,-0.018399017,-0.008220607,-0.0009953273,-0.0033583995,0.005424976,0.33835897,0.021637764,0.01982776,0.009791039,-0.03487406,0.0055343634,-0.0124592595,-0.040227327,-0.019078119,-0.031710353,-0.003648948,-0.008990823,0.011767085,-0.021499092,-0.038162526,-0.008227185,-0.066164955,0.062942,-0.0027313547,-0.046295322,-3.4435154e-05,0.013468279,-3.4435154e-05,-0.005832367,-0.0036928055
0.0061497246,0.00013892054,0.00016135092,0.003352374,0.0010302687,0.0065712915,0.002470588,0.0023214577,0.0016346624,0.03480783,0.006185829,0.007691822,0.002794152,0.0028439134,0.0010947123,0.010765873,0.35860613,0.37844616,0.00061445415,0.0032636134,0.0009773769,0.0011732104,0.00092135335,0.0013380604,0.0019046337,0.0015450562,0.0036678615,0.0007818692,0.008419352,0.00019212035,0.0031748323,0.00055938645,0.0023017344,0.0010740721,0.0014243298,0.0010150219,0.009167701,0.0010150219,0.0028551882,0.0028502676
-0.016954174,-0.00085191854,-0.0014110735,-0.17827453,-0.025937445,-0.008327554,-0.050257776,-0.011036125,-0.06593129,-0.012452598,-0.009434501,-0.017952144,-0.008828451,-0.0013562626,-0.06367713,-0.0036145162,-0.0027186628,-0.008134987,-0.0003624944,-0.0070952787,-0.00025254503,-0.050768208,-0.039318994,-0.00943363,-0.06851709,-0.07193636,-0.008581076,-0.00019461109,-0.04634272,-0.0057252618,-0.017864726,-0.011035272,-0.0022559639,-0.00217433,-0.008027251,-0.025861327,-0.0057923035,-0.025861327,-0.0040182113,-0.00449509
0.0006921113,-0.022904404,-0.024278125,-0.0006487826,-0.0129053295,-0.0009575271,-0.0026041623,-0.0011835977,-0.002023162,-0.0068811793,0.0004863363,0.0010334965,-0.0008223051,-0.007523604,-0.0032582441,-0.0014440876,0.016689103,-0.16196762,-0.0010463387,-0.0028670763,-0.00052841444,-0.0007513997,-0.0011869345,-0.0014788514,-0.00067518523,-0.0029694906,-0.0012081242,0.000305575,-0.041721564,-0.00014852124,-0.012874198,-0.008555473,-0.0024155679,-0.003752487,-0.009686914,-0.053476356,-0.009892902,-0.053476356,-0.09795756,-0.14924653
0.044703707,0.49954778,0.4027432,0.00038618507,0.14123778,0.48426968,0.019425115,0.09180727,0.16705891,0.03945977,0.06675945,0.045685165,0.0945435,0.096378796,0.09529193,0.14712533,0.48933652,0.1206509,0.69043,0.037999123,0.56853026,0.14122686,0.065887064,0.12699042,0.114991546,0.19726792,0.07895792,0.36276567,0.20109184,0.44662112,0.06377083,0.17526707,0.6344542,0.80361617,0.585965,0.18216527,0.19386196,0.18216527,0.18729837,0.20547138
-0.026507031,0.15880026,0.118695185,-0.1819172,0.05398556,-0.0288569,-0.01669736,-0.103160486,-0.109371796,-0.02898614,-0.037690066,-0.015018473,-0.07317324,0.016867233,-0.20877235,-0.08727123,-0.013988522,-0.056818597,-0.040053923,-0.007549024,-0.027986024,-0.114347436,-0.06445215,0.043674525,-0.06265069,-0.080430165,-0.089128114,-0.005328421,-0.08213031,0.08648742,-0.124466464,-0.15079431,-0.0850432,0.002971741,-0.052324392,-0.08260815,-0.043638907,-0.08260815,-0.029483957,0.025583211
-0.16027598,-0.0425521,-0.05531375,-0.0041185054,-0.0282554,-0.029956656,-0.06167462,-0.004940278,-0.00080843706,-0.14382964,-0.13158818,-0.26791432,-0.015644664,-0.029174285,-0.023257034,-0.21632123,-0.4233991,-0.10793976,-0.0503421,-0.03040605,-0.2089829,-0.011794258,-0.015791463,-0.02218687,-0.008409073,-0.0009963189,-0.0062430054,-0.2653859,-0.21296081,-0.31781384,-0.010246148,-0.0038067712,-0.07415509,-0.02546469,-0.042468134,-0.010681929,-0.05370039,-0.010681929,-0.083538406,-0.100898854
0.086445525,0.92551684,0.88795394,0.16708237,0.07789955,0.042974353,0.088965766,0.30312654,0.15593132,0.0870555,0.14519519,0.08353724,0.0899722,0.06868036,0.13575785,0.08343917,0.015533153,0.15710782,0.5712571,0.07433404,0.68097144,0.057785954,0.054378226,0.11835043,0.034363814,0.17858142,0.31045625,0.72863674,0.11891498,0.023373982,0.16871615,0.19620895,0.036501847,0.021323096,0.25306472,0.84551096,0.08306687,0.84551096,0.74181664,0.54078585
0.048141945,0.77561927,0.6510801,0.10937434,0.010912465,0.05906426,0.068870984,0.010763534,0.12097557,0.011469019,0.04464509,0.05469501,0.052004863,0.1287347,0.05048254,0.003294087,0.13908921,-0.003122527,0.0014660603,0.22702225,0.005521017,0.027693816,0.04043722,0.23357132,0.05150676,0.09484095,0.015463673,0.0054339943,0.009730365,0.011405849,0.0040580607,0.0018044664,0.0043789023,0.0030757359,0.0028152072,0.0046359287,0.011709228,0.0046359287,0.023205284,0.0133049525
0.011638664,0.07434252,0.05406925,-0.2145468,0.348178,0.015280995,0.013928503,-0.14340277,-0.27736866,0.0075883293,0.013295263,0.008245438,-0.06333095,0.03509607,0.025540624,0.057080884,0.00719245,0.023050936,0.02135599,-0.012974068,0.12382149,-0.22004391,-0.21409194,-0.08769557,-0.31982177,-0.25118038,-0.10887362,0.10129191,0.0041775964,0.46252772,0.01923768,0.038198538,0.07464629,0.050182093,0.06781075,0.021462657,0.011654111,0.021462657,0.018431362,0.010339263
0.0017788997,0.003067946,0.003072143,0.0050659603,0.16138788,0.008564682,0.002527081,0.00688842,0.010414603,0.020974733,0.0018092833,0.0018316681,0.012171631,0.0034057563,0.00233898,0.0037786437,0.009817091,0.015075402,0.00814633,0.004328144,0.004716168,0.01428738,0.02440139,0.009666627,0.021523194,0.0082943365,0.006706195,0.0061623603,0.057998754,0.0075353137,0.0030242,0.0059058033,0.0032659036,0.002394246,0.0029527207,0.0031270927,0.06992086,0.0031270927,0.58838975,0.43826133
-0.070433594,-0.48179042,-0.4498378,0.027684782,-0.20379446,-0.19461843,-0.045055896,-0.21829459,-0.1983003,-0.10353685,-0.09311181,-0.11366939,-0.26454714,-0.35470903,-0.08577799,-0.34946194,-0.12975088,-0.038735364,-0.19829975,-0.14520572,-0.107364334,-0.26881862,-0.2539468,-0.2044105,-0.2200815,-0.20997965,-0.27879697,-0.07602396,-0.33628178,-0.3962483,-0.16479261,-0.35692877,-0.15424383,-0.13289654,-0.347121,-0.29708067,-0.2429301,-0.29708067,-0.35984638,-0.20364492
-0.022559388,-0.0009347733,-0.0009575475,-0.0020121771,-0.7888601,-0.0021636146,-0.01360018,-0.0009682241,-0.001863086,-0.009412063,-0.03776373,-0.03315689,-0.0030044706,-0.012487882,-0.0005490287,-0.0023302922,-0.19482161,-0.2057505,-0.0109081995,-0.0033692433,-0.0015616236,-0.00072660844,-0.00054726587,-0.00069236086,-0.0015371339,-0.0018180212,-0.0009664273,-0.0013357024,-0.0017333026,-0.016545843,-0.0020007943,-0.0010507955,-0.0020948988,-0.0029355632,-0.002813496,-0.0017154792,-0.008530978,-0.0017154792,-0.8998772,-0.82747716
0.22661082,-0.3159007,-0.33787656,-0.15338159,0.050619554,0.15404025,0.14843237,-0.15940624,-0.18606582,0.26745242,0.24672295,0.4022344,0.011241105,-0.40355298,0.1745906,0.14509213,0.18477206,-0.5197677,-0.41604158,0.22028072,-0.285502,0.08622376,-0.35610983,-0.05663081,-0.19728947,-0.11203988,-0.12017129,-0.22288978,-0.17838146,-0.58620906,-0.06268489,-0.179333,0.1453146,0.093781985,-0.31447208,-0.5635491,-0.27080828,-0.5635491,-0.568318,-0.5849078
0.12579429,0.36776257,0.3456754,0.3371657,0.6716144,0.4121928,0.13869189,-0.11028655,-0.1301784,0.34025207,-0.010820521,0.21597438,0.49876562,-0.2106872,-0.61933553,0.009284483,0.21616468,-0.34208122,0.8574756,0.30775443,0.7364688,0.47925547,0.40090394,0.3261746,0.25554404,-0.08469383,-0.06507847,0.8158063,0.3844663,0.41884613,0.55396295,0.60134065,0.6773415,0.71110004,0.59152097,0.40623754,0.722689,0.40623754,0.16540654,0.33758283
-0.0044221138,-0.00040386553,-0.00032598048,-0.0017006589,-0.0007923803,-0.22006609,-0.0024714717,-0.007116561,-0.0042482903,-0.0004933514,-0.002435383,-0.004172505,-0.004473776,-0.0010100304,-0.43077764,-0.0011275691,-0.08026513,-0.00031310506,-0.011992596,-0.001427062,-0.09339098,-0.0031376095,-0.0021753898,-0.008126696,-0.0032450203,-0.0032585126,-0.0075988728,-0.06401643,-0.0015564632,-0.011719246,-0.0017401922,-0.0016277691,-0.01607858,-0.0067880508,-0.001345694,-0.0015039059,-0.0017459854,-0.0015039059,-0.00027064027,-0.00040357315
-0.16126767,-0.598707,-0.5009712,-0.09928669,-0.5811084,0.505284,-0.16006835,-0.30098736,-0.3921363,-0.3732811,-0.19454764,-0.15619226,-0.37936425,-0.46048763,0.3806827,-0.45648897,0.47478163,0.26073825,0.45583862,-0.21305324,0.35306898,-0.38599345,-0.47559705,-0.4144618,-0.47277018,-0.45252624,-0.31333014,0.38830143,-0.4006716,-0.32812208,-0.22454128,-0.376133,-0.18010661,-0.22449012,-0.1244883,0.11132237,-0.45814058,0.11132237,-0.015178754,0.23784229
0.022809688,0.012241576,0.011320147,0.0073113507,0.010715947,0.004837732,0.036430016,0.0019889567,0.0067528696,0.008803068,0.011258749,0.0012899878,0.0019284635,0.042393643,0.0065096775,0.012914536,0.004813266,0.0040171184,0.010167164,0.0055973995,0.005646772,0.0032932926,0.0029691579,0.0041833026,0.0068205316,0.00742024,0.0014199227,0.003222221,0.013417733,0.017061213,0.008142263,0.0031726393,0.0016625973,0.0014263531,0.004510421,0.0015694526,0.012632232,0.0015694526,0.016196188,0.0165289
-0.00076792284,0.0039272495,0.013853459,0.23254819,0.71633977,-0.00028199668,-0.0007985619,0.30587947,0.1526428,0.22635068,-0.001060485,-0.00031646583,0.22101657,0.006469272,0.34725535,0.19657113,0.0047077495,0.6670556,-0.0030758025,0.32801172,-0.00016747991,0.5367183,0.33153227,0.043857906,0.32398975,0.15590331,0.17486654,-0.00013018155,0.81473255,0.003597708,0.098487824,0.17466255,0.0010245949,0.0039984197,0.19056366,0.0054588667,0.48470563,0.0054588667,0.72791755,0.61387116
-0.0026116983,-0.00904136,-0.012222532,-0.27882752,-0.0035066237,-0.0043062423,-0.004048317,-0.0015358502,-0.003107726,-0.0013616341,-0.001551609,-0.0044695004,-0.0022697381,-0.059167724,-0.0011255958,-0.0014275175,-0.007307523,-0.0024533067,-0.0012912126,-0.003904073,-0.0020536627,-0.0016145727,-0.002152212,-0.0018544539,-0.002027131,-0.0030494255,-0.0022201084,-0.002982884,-0.0026595532,-0.019247333,-0.0081711095,-0.008659625,-0.00081357744,-0.0008183176,-0.0013966174,-0.0033148094,-0.0013863809,-0.0033148094,-0.0073928856,-0.008406613
-0.000518902,-0.020053025,-0.008732224,0.01176675,0.0037588642,0.021165816,-0.001457833,0.0052615018,0.0064538294,0.0123147685,0.0009825553,0.0038258678,0.020154674,0.0011437332,0.0033581979,0.009293551,0.2794756,0.21844736,0.0023748202,0.007439244,0.0011595833,0.02738795,0.019518184,0.010489632,0.02575619,0.008083653,0.008460989,0.001064975,0.035071243,0.001591366,0.013746778,0.0070852805,0.019417556,0.019871255,0.01560341,0.022125702,0.007642744,0.022125702,0.009277635,0.033711325
0.5920964,0.0007040664,0.00061719975,0.76501566,0.82567704,0.085642554,0.57237947,0.95354146,0.77714616,0.37673488,0.48480642,0.6784354,0.3398107,0.0030850072,0.0004332972,0.37236926,0.005224697,0.00047064558,0.006033797,0.42791232,0.055855133,0.8569045,0.77946174,0.7647118,0.8130741,0.67520463,0.9226834,0.074515685,0.0032494965,0.0031414586,0.42464027,0.4943865,0.0007316481,0.00042189163,0.0065349843,0.93308544,0.021115612,0.93308544,0.00015300451,0.00015258374
0.000408541,-6.9956066e-08,8.311273e-08,3.4365776e-06,1.8714784e-06,3.0056102e-05,0.0003338527,3.7802008e-06,1.1208549e-06,4.2521366e-05,0.00036860228,0.0009159557,1.0346116e-05,0.00010869739,2.0118105e-06,4.600709e-06,5.0837218e-05,1.6026027e-07,1.1312188e-06,6.2804006e-06,1.6476626e-05,6.4987403e-06,4.0958034e-06,2.663717e-06,7.242425e-06,1.2078225e-06,3.7070097e-06,1.4870231e-05,8.155841e-06,0.004807337,7.315057e-06,2.720131e-06,1.4429429e-05,1.4639404e-05,9.630057e-06,-2.063606e-06,1.2132202e-05,-2.063606e-06,4.986054e-07,2.051034e-06
-0.0009763144,-0.0014358643,-0.0030797794,-0.039995033,-0.16252112,-0.08476345,-0.0008373724,-0.0705817,-0.04551248,-0.03191484,-0.0020690807,-0.002162666,-0.10142102,-0.053460557,-0.22967514,-0.042414527,-0.30968598,-0.08219508,-0.11087581,-0.0178955,-0.13526872,-0.0470403,-0.09625265,-0.01588197,-0.07323385,-0.055936873,-0.11509458,-0.12731181,-0.102369174,-0.35672396,-0.08856261,-0.22824867,-0.35099858,-0.42464796,-0.21781369,-0.18456618,-0.097147584,-0.18456618,-0.1471624,-0.10121695
0.0060393885,-0.18118554,-0.15413386,-0.016647676,-0.11073036,0.12143778,0.0055294135,0.03621988,0.018596046,-0.01703523,-0.00011050559,0.012990454,-0.0132405665,-0.20641176,-0.05803918,-0.02616269,0.23194702,0.12484875,-0.063386224,-0.049004346,0.2420443,-0.043139532,-0.008470611,-0.07256361,-0.11742649,0.017627211,0.028165063,0.15370965,0.06513353,-0.023514757,0.018292002,0.0156168565,-0.11172436,-0.0908973,-0.039856486,0.026917228,-0.06650532,0.026917228,-0.13858576,-0.025352849
0.0043941042,-0.05434733,-0.20736764,-0.40875974,-0.6747835,-0.16356924,0.01247393,-0.47356194,-0.4963763,-0.53422344,0.0009567683,0.0051796865,-0.521649,-0.47833082,-0.5128573,-0.19247638,-0.10454388,-0.27001143,-0.091388136,-0.70970213,0.14730611,-0.6194097,-0.62836015,-0.47561085,-0.60432094,-0.5072309,-0.4335171,0.24828854,-0.85959834,-0.025617063,-0.75435376,-0.6833727,-0.34729224,-0.5051158,-0.3958423,-0.23991573,-0.70919585,-0.23991573,-0.50928485,-0.3139164
