Succinic Acid,Spermidine,Gamma-Amino-N-Butyric Acid,Malonic Acid,L-Aspartic Acid,L-Asparagine,Glycylglycine,Glutaric Acid,Fumaric Acid,L-Serine,Ethanolamine,Allantoin,"1,4-Butanediamine",4-Hydroxyphenylpyruvic Acid,Beta-Alanine,L-Valine,L-Ornithine,L-Norleucine,L-Lysine,L-Glutamine,L-Alanine,L-Tyrosine,Tryptophan,L-Leucine,Glycine,Glycerol,Caffeine,"1,3-Diaminopropane",Phenanthrene,Lauric Acid,Benzoic Acid,Anthracene,"(5R,11R)-5,11-Dimethylpentacosane",Pyrene,Fluorene,Biphenyl,Naphthalene,Pentadecane,Undecane,Hexachlorobenzene,Benzyl Benzoate,1-Hexanol,Methyl Benzoate,Methyl Octadecanoate,1-Octanol,Isopentyl Acetate,Methyl Hexanoate,2-Octanol,Benzyl Alcohol,Testosterone
0.14731155,-0.0005284429,0.029393544,0.09853891,0.011409149,0.04123204,0.012276752,0.14013276,0.11260233,0.019740544,0.027213294,0.024579875,0.015616966,0.0030257122,0.033274796,0.056182593,0.04971519,0.05233109,0.032070823,0.05773473,0.03874111,0.0033041276,0.030920198,0.09686961,0.035261385,0.028138667,0.3046195,0.041977543,0.07499329,0.039756294,0.047404587,0.060500767,0.03702252,0.069938794,0.594704,0.035500426,0.044038642,0.092811435,0.09144906,0.28987557,0.008249305,0.04142128,0.03322561,0.03368866,0.039751004,0.030047115,0.042109936,0.035128687,0.029157137,0.02294493
-0.038359556,0.036266986,0.12943447,-0.033861503,0.12114044,0.25557482,0.40963808,-0.02151693,-0.07989557,0.13210618,0.123847365,-0.49830204,0.034736242,0.03223258,0.0916638,0.22222379,0.2250176,0.14859316,0.28028682,0.25436622,0.16424556,0.17439464,0.17310472,0.21650104,0.091828674,0.036785804,0.11613271,0.0527184,0.056519803,0.1466122,0.038349554,0.078331254,0.028686905,0.05199864,0.08984832,0.04408169,0.07648829,0.0957436,0.09198547,0.031316128,0.114477925,0.1930865,0.15471284,0.20843552,0.29590312,0.113024116,0.20693135,0.23378167,0.1902164,-0.5548786
-0.0068551037,-0.05951324,-0.10983473,-0.0021500136,-0.31387082,-0.6464898,-0.7085497,-0.009610085,-0.015357193,-0.11231757,-0.027572364,-0.5715034,-0.021884039,0.0013368204,-0.11557548,-0.35759252,-0.4298711,-0.34954694,-0.42824998,-0.5906758,-0.15400988,-0.22902584,0.0013305454,-0.4423714,-0.11101374,-0.00010077108,-0.0008577046,-0.03233749,0.00013686011,-0.0007787253,-0.0016715546,0.00016660008,-0.00015876218,0.00020273475,9.052129e-05,1.0082007e-05,0.00011054189,0.00023179897,0.00015524578,5.315068e-05,0.0009458719,-0.00017611384,-0.0001827295,0.0016492044,0.0002068816,-0.0016078949,0.002494521,0.00033508323,6.63272e-05,0.0006084313
0.0044062496,0.003879021,0.022280438,0.0065175593,0.063753575,0.05974652,0.033335637,-0.00011156939,0.010834633,0.028011734,0.007145721,0.07516141,0.0033412443,0.20110518,0.021622686,0.024083767,0.023322778,0.021300834,0.022848282,0.053830728,0.030955575,0.1000983,0.052973248,0.017169546,0.02147588,0.010359472,0.3889021,0.004039043,0.05363328,0.05792637,0.04694359,0.05304727,-0.0012344373,0.010781492,0.06715211,0.03100092,0.033017624,0.017524308,0.014569335,0.0003063314,0.12252655,0.03156802,0.083672374,0.0697822,0.03966455,0.028049007,0.046125505,0.040210962,0.07339902,0.019090753
-0.057017528,-0.5694011,-0.40077373,-0.09940994,-0.5709453,-0.38774663,-0.52315325,-0.047470305,-0.11424931,-0.32886258,-0.2821558,-0.038580395,-0.29909283,-0.28767574,-0.27672496,-0.46058783,-0.44288254,-0.5015735,-0.26804125,-0.38299325,-0.21998218,-0.55411905,-0.43247977,-0.41379702,-0.2547406,-0.091637075,-0.00018546447,-0.17028092,-0.4812037,-0.48280004,-0.057019085,-0.528817,-0.23632845,-0.43742058,-0.5636934,-0.18726687,-0.3714642,-0.5074846,-0.48699266,-0.2565469,-0.33459124,-0.47812307,-0.22521462,-0.45272028,-0.63268876,-0.27470207,-0.48067006,-0.6675828,-0.29092798,-0.4758244
0.07864745,0.2654026,0.32052213,0.06332801,0.3456581,0.4099448,0.36902782,0.09276271,0.03391121,0.30387497,0.21080303,0.042151395,0.21694674,0.14408821,0.26523787,0.28767207,0.43118355,0.29723057,0.38427702,0.38568425,0.3147017,0.23838896,0.042887148,0.29030812,0.2616591,0.25316438,0.4117215,0.18073422,0.008383088,0.32570446,0.110682055,-0.012729732,0.08581211,0.033654906,0.06966313,0.025658475,-0.030395715,0.14495544,0.13268971,0.031722046,-0.14246501,0.16466527,0.012132696,0.192042,0.18062142,-0.18022093,0.1319113,0.21474355,0.15125567,-0.016918201
8.099076e-06,2.257925e-06,1.4239907e-05,1.6612952e-05,1.530087e-05,1.2110263e-05,9.742274e-06,2.14382e-05,1.8570265e-05,7.1820985e-05,3.5598605e-05,9.0218484e-05,7.712265e-06,8.3935e-06,3.8328064e-05,1.2696051e-05,5.359174e-06,1.5058589e-05,2.8510326e-06,1.4496935e-05,3.8169354e-05,6.0734183e-06,7.076055e-05,9.245189e-06,8.591479e-05,-2.5938742e-05,0.0001847009,1.1640388e-05,1.7586466e-05,1.6431773e-05,0.00016470031,1.7929722e-05,1.35041255e-05,4.9683767e-05,4.558716e-05,0.00014624566,1.7458342e-05,1.8941295e-05,2.1961585e-05,9.800439e-06,1.2909401e-05,5.4012115e-05,3.6104728e-05,2.235849e-05,3.281103e-05,9.116146e-05,2.9033561e-05,7.811251e-05,5.6905526e-05,0.0002371446
-0.14583154,0.71827,0.5379697,-0.22231811,0.3016259,0.20551191,0.7392373,-0.10624829,-0.24237214,0.48978314,0.62889296,0.7051657,0.63742626,-0.033540882,0.608119,0.46607995,0.6998154,0.24060842,0.64783657,0.13874935,0.41189286,0.19288145,-0.01146032,0.4241383,0.57103497,0.16651006,-0.62219644,0.6317866,-0.032604408,0.01783544,-0.0332136,-0.03463517,0.060185984,0.02426635,-0.041813847,-0.029121807,-0.025817748,0.04443763,0.03972154,-0.03693055,0.013650498,0.12736633,-0.022649089,0.011747162,0.11726194,-0.009618414,0.0057021463,0.05411739,0.14896555,-0.08980637
0.010160466,-0.0040435563,-0.00987539,0.013465287,-0.01632649,-0.016387688,-0.02383924,0.008651668,0.011771948,-0.020171044,-0.0050164303,-0.0026724858,-0.0013901701,-0.016883953,-0.009716271,-0.04225901,-0.012631003,-0.032216355,-0.017442707,-0.0139876865,-0.020046534,-0.019340761,-0.043373413,-0.037192974,-0.010135417,-0.0022463198,-0.03821732,-0.0031425995,-0.012077165,-0.031844888,-0.016086897,-0.016880061,-0.0017454545,-0.015431734,-0.022567345,-0.012569297,-0.013809343,-0.034563992,-0.038660716,-0.015787,-0.1187407,-0.029401163,-0.057240773,-0.03682706,-0.043158256,-0.06336244,-0.038688257,-0.058441754,-0.037308205,-0.059921224
0.0014708437,-0.0010964798,-0.00059662963,0.0015352325,0.009008534,-0.013614522,-0.0029827426,0.00066115847,0.0033881573,0.0025709255,-0.00016057208,0.038741916,-0.0015975084,0.027249357,-0.0012364634,-0.0021727337,-0.0054725516,0.0072615696,-0.00019924124,-0.014174749,-0.0028092845,0.012154596,-0.013597094,-0.0004047366,-0.0015916404,-0.01095052,0.29328454,-0.0015619737,-0.012772449,0.056952722,0.00039677764,-0.01441492,0.0847805,-0.0075170076,-0.0032707357,-0.0086601535,-0.007625411,0.039498314,0.037512004,-0.016917715,-0.08716645,-0.0056769443,-0.022480937,0.071915224,0.02071155,-0.025865367,3.856025e-05,0.030756138,-0.012607202,0.19102953
0.00988731,0.0023992984,0.0020030022,0.012346827,0.0024459797,0.0010948415,0.0014118506,0.010077234,0.013838675,0.0018116217,0.0023401345,0.0010977174,0.0036109665,0.0006275576,0.003212499,0.002566116,0.0027465997,0.0022917918,0.0026712012,0.00078056625,0.0024928732,0.00092141726,0.0018984877,0.0031966988,0.002732148,0.0011292732,0.0019087781,0.003691486,0.0015581102,0.0005989091,0.0023304503,0.0013656969,0.019052152,0.0014331792,0.0018199859,0.0010530072,0.0009959028,0.00077421364,0.0008882154,0.0010424125,0.0042378223,0.00071392796,0.0015107827,0.0013911956,0.00040288395,0.007367457,0.0013392911,0.0004195085,0.00028000554,0.0052831126
0.25698477,-0.037986122,-0.14027423,0.32618794,-0.28298375,0.34157303,0.63293976,0.20421487,0.07985428,-0.33166882,-0.28361607,0.71939784,-0.04871867,-0.07726599,-0.018476885,-0.20114489,0.045732964,-0.49710533,-0.08212946,0.2812473,-0.25563985,-0.4526693,-0.34445518,-0.07142357,-0.03924492,-0.2642547,0.05956255,0.14061426,-0.33552322,-0.73142815,0.34076005,-0.31938207,-0.2627572,-0.30706996,-0.5653703,0.04678782,-0.16166487,-0.83069617,-0.80185056,-0.16504285,-0.3714192,-0.53803045,-0.10419543,-0.73005027,-0.7804776,-0.48211262,-0.5775999,-0.84239817,-0.12019494,-0.5499641
0.7896621,0.42431897,0.1934852,0.88575554,0.16341123,0.08797254,0.11595021,0.652037,0.625875,0.2727393,0.23324378,0.17311282,0.4358302,0.7669541,0.16643026,0.09489425,0.07930843,0.06351609,0.1274168,0.12896211,0.10930097,0.22338653,0.58909357,0.07259366,0.175084,0.62795687,0.018287998,0.32613486,0.82053936,0.36154148,0.69641864,0.7928932,0.31531656,0.68190813,0.84235466,0.7933754,0.7954463,0.6531704,0.6895932,0.89574075,0.31611446,0.5775274,0.62535274,0.403698,0.60937476,0.5434544,0.51575804,0.66684073,0.6440897,0.86608565
0.020665422,0.05117415,0.20049633,0.016175503,0.43602416,0.5283524,0.48146904,0.033137076,0.03177394,0.33765316,0.13150467,0.38242722,0.023963608,0.0012473078,0.14916086,0.461042,0.32742825,0.32163092,0.3470944,0.48993444,0.25712714,0.0031448845,0.15629098,0.4962764,0.14400643,0.18416362,0.0010594906,0.031091506,0.038711827,0.21075128,0.061789375,0.050805517,0.04092507,0.03536796,0.051741164,0.04080085,0.04728967,0.11438244,0.10700476,0.099056706,0.06504903,0.18415672,0.1596342,0.1452695,0.21234947,0.14250804,0.1321155,0.117593504,0.17038777,0.45579615
0.0187454,0.044502806,0.17530078,0.0332137,0.14926293,0.109155715,0.17553344,0.022562336,0.020844268,0.13534415,0.15527551,-0.15701698,0.074913315,0.07476005,0.19285376,0.24319641,0.22449309,0.24687466,0.14702895,0.17547628,0.22001511,0.16856137,0.12834078,0.22047369,0.18044016,0.17617477,-0.15922825,0.06837543,-0.08476896,0.1410512,0.089578204,-0.1210351,0.021615345,-0.15323947,-0.09449042,-0.044380255,-0.063772246,0.066142805,0.0737332,0.07338451,0.06926991,0.15412524,0.028068539,0.11675786,0.16980946,0.19363272,0.13544701,0.20363933,0.16064529,-0.36383536
-0.35903817,-0.48870575,0.28106013,-0.3966435,0.46964374,0.4211394,0.5069154,-0.39769727,-0.403694,0.574662,-0.51814693,-0.6011931,-0.5789654,0.6856427,0.10260768,0.6480581,0.23450929,0.5791455,0.099122375,0.32815346,0.16909781,0.66306055,-0.01721938,0.629326,0.15646519,0.17698497,0.7176372,-0.62281936,0.54765344,0.29828554,-0.047180086,0.5993676,0.0652623,0.5328155,0.24082476,-0.46541658,0.57016164,0.19113187,0.1658119,0.4759688,0.66062677,0.0738407,0.29754022,0.30082518,0.11782726,0.27526572,0.08333505,0.20621419,0.56881714,0.5790363
-0.06254434,-0.012841353,-0.017597558,-0.08478966,-0.011803501,-0.009699623,-0.015446347,-0.026099902,-0.056223124,-0.006896196,-0.013679871,-0.028406765,-0.010099544,-0.015067297,-0.01461822,-0.017251218,-0.012758766,-0.011365329,-0.016262861,-0.009303958,-0.018219436,-0.03121403,-0.019673593,-0.01552913,-0.015127465,-0.014695085,-0.028506586,-0.0065089874,-0.013063719,-0.0069043757,-0.021948317,-0.01371025,-0.0021863813,-0.02135902,-0.017959766,-0.017427607,-0.01639953,-0.0061976286,-0.0067707864,-0.20976508,-0.029015632,-0.009942874,-0.023037454,-0.007093197,-0.007628744,-0.017736018,-0.012715895,-0.0065845917,-0.01608047,-0.011006995
-0.087287284,-0.5975734,-0.11814372,-0.119635545,0.07321033,0.0065414896,-0.40518245,-0.078525245,-0.10746771,0.07238217,0.27768433,-0.68402934,-0.5474768,0.041297656,-0.27800205,-0.047356296,-0.25805426,-0.03735808,-0.09747997,0.0082200095,-0.15000886,0.028662942,-0.08603508,-0.03169355,-0.16368306,0.06918501,-0.5098643,-0.57376903,-0.64185494,0.04638585,-0.14928992,-0.5998614,-0.35567194,-0.46522683,-0.7258575,-0.30358815,-0.5444457,-0.3156124,-0.35132444,-0.34919298,0.20886968,0.10629844,-0.20195535,0.03361452,0.10805362,0.05752335,-0.0201978,0.009038716,0.06909452,-0.009769218
-0.24948278,-0.10345203,-0.12163526,-0.47075924,-0.031590294,-0.09353479,-0.548646,-0.20387676,-0.23624124,-0.02115401,-0.07591089,-0.06059623,-0.068816826,-0.06456942,-0.110396616,-0.22832839,-0.18988384,-0.14532527,-0.21719083,-0.12003657,-0.15152913,-0.17394422,-0.1986315,-0.29003105,-0.1090869,-0.03660485,0.06151242,-0.07049396,-0.0606177,-0.31789467,-0.12312599,-0.06448171,-0.01945292,-0.052078538,-0.084782444,-0.06959526,-0.06939355,-0.36096403,-0.33359683,-0.088558055,-0.14154214,-0.15816809,-0.14685673,-0.5199395,-0.36675313,-0.23468694,-0.3258211,-0.46769294,-0.11212184,-0.03821621
0.0009517954,0.00048257827,0.0010138088,0.0013852109,0.003438906,0.0005421212,7.656246e-05,0.0013494776,0.002089336,0.0040490967,0.00035230443,0.06733497,0.0014167315,0.020754177,0.0028344877,0.01318702,0.0006343983,0.0013165242,0.00014645956,0.0005103291,0.008926651,0.0010908772,0.012880018,0.009425473,0.004286322,0.024051782,0.33799306,0.0050073173,0.18608283,-0.0034943502,0.023434179,0.20294146,0.010338002,0.10172298,0.28785345,0.060609028,0.18649401,0.0030110162,-0.014347894,0.26208857,0.17796169,-0.05561792,0.06252865,0.012736548,-0.13823661,0.086483784,0.007072986,-0.19741464,-0.12053501,-0.26195303
0.06348059,0.9119186,0.6591071,-0.02987868,0.5908616,0.6979669,0.94185656,0.11120334,-0.026022054,0.76738966,0.79705375,-0.13418415,0.711796,0.56224114,0.64190096,0.8024097,0.8095415,0.6913887,0.7340707,0.6829416,0.72095597,0.36154857,0.6286502,0.8171362,0.585587,0.6579372,0.011753028,0.7186148,0.18792269,0.4907978,0.20594098,0.20129031,0.4956931,0.14413856,0.2800791,0.21182014,0.27500698,0.59636587,0.5835498,0.4352905,0.19535553,0.7168234,0.47468004,0.56422114,0.7250733,0.6595785,0.6140458,0.6871455,0.43125308,0.6119619
-0.010166753,0.16074681,0.038972378,-0.00916352,-0.044352073,-0.01143493,0.108944245,-0.014072968,0.017511413,0.04474188,0.09336249,0.13896206,0.07568178,-0.07121024,0.043433215,-0.22521819,0.061031166,-0.09142625,0.0039307647,-0.05817055,-0.09683123,-0.029532066,-0.18433605,-0.1612705,0.027697418,-0.018460643,0.23779242,0.055594575,-0.10929856,-0.12199904,-0.040030345,-0.08970366,-0.074082166,-0.1338838,-0.19165894,-0.061771914,-0.09129436,-0.08499328,-0.097609125,-0.11937935,0.09880371,-0.020854548,-0.025332868,-0.07996359,-0.06347609,-0.10140788,-0.12305362,-0.16950141,0.0044869552,-0.097361535
-0.6494606,-0.15707874,-0.20727485,-0.80655414,-0.58761925,-0.6233771,-0.8131759,-0.4378356,-0.76363945,-0.04951253,-0.031337555,-0.45099163,-0.057960987,-0.031562064,-0.35502726,-0.09072787,-0.41892248,-0.096994564,-0.17662051,-0.5398036,-0.24417745,-0.24492939,-0.020907093,-0.066035286,-0.37163037,-0.011639119,-0.3750778,-0.08600489,-0.03622002,-0.021756563,-0.12876776,-0.025158288,-0.031888533,-0.01217939,-0.027917039,-0.06737075,-0.046982817,-0.055432532,-0.057092093,-0.0686045,-0.0063790916,-0.009611473,-0.064525194,-0.007408539,-0.012175719,-0.003147006,-0.014720736,-0.02047552,-0.02222217,-0.0013233107
0.0104554305,0.34356108,0.13194788,0.015659772,0.10196705,0.17607552,0.21450576,0.009322938,0.012877277,0.15555024,0.068020016,0.12368985,0.21963093,0.07444279,0.1401877,0.3642757,0.3377107,0.22430736,0.2906046,0.1716655,0.23451526,0.13107759,0.03539623,0.3769611,0.10603593,0.0375081,5.670321e-07,0.28582904,0.002110785,0.02760836,0.026080312,0.0018495,0.07670175,0.0016507972,0.0025640987,0.0061838436,0.002197671,0.034532666,0.030634755,0.013271112,0.004359025,0.025859213,0.022484919,0.042272836,0.023153719,0.07692434,0.03271571,0.026466142,0.013063058,0.6668714
-0.024107926,-0.07588153,-0.025151864,-0.034161475,-0.01286964,-0.024457755,-0.01865956,-0.026124178,-0.01957056,-0.015444074,-0.069646746,-0.0048422944,-0.089111,-0.0039188685,-0.029316317,-0.01778292,-0.024415897,-0.058285516,-0.03011202,-0.029760594,-0.034188118,-0.0048059723,-0.050251823,-0.017974317,-0.026607512,-0.020380283,-0.20890355,-0.11928742,-0.051391743,-0.022009429,-0.03747022,-0.043822374,-0.106703304,-0.04568826,-0.15959792,-0.07441364,-0.03875275,-0.04310213,-0.04746523,-0.021857671,-0.012458776,-0.04887548,-0.022009304,-0.020367214,-0.043502036,-0.021147367,-0.027756263,-0.02975117,-0.023674527,-0.009471664
0.08597665,0.008254458,0.016936565,0.12260708,0.05252512,0.12823433,0.041655317,0.080026485,0.0050626453,0.026435949,0.01431388,0.40435663,0.013562954,-0.00484354,0.027430588,0.12432942,0.04980414,0.03962553,0.033487264,0.119102016,0.055832475,0.0025374517,0.031699453,0.114598945,0.04294883,0.024000244,0.33799204,0.016238175,0.036179,0.031455334,0.12152443,0.034739632,-0.021675318,0.030070132,0.0031556177,0.016295262,0.023074945,0.0067064543,0.0053570024,-0.0038359698,-0.01146257,-4.486911e-05,0.07809603,0.028023442,-0.0018423717,0.01859339,0.035192724,-0.0015538963,0.009680096,0.0027576059
-0.016107203,0.0001465206,-0.00077532855,-0.0261808,-0.0015424925,2.502695e-05,0.0061411485,-0.00978444,-0.007866497,0.4572845,0.59892017,0.0005755151,0.00042844313,0.0074152853,-0.0005063095,0.0017197089,-0.00064058375,-0.0012803414,-0.0016096042,-0.00093606627,-0.00061143533,-0.000406176,0.019924672,0.0034496572,0.0050731534,0.7739609,0.0010656326,0.0013216177,0.00018839576,0.0065790657,0.0026533795,0.0002328276,0.0001035103,0.00021040002,0.00033575078,0.00096426066,0.00029109206,0.0029187915,0.0025744773,0.00032667007,0.7119309,0.6713754,0.009802475,0.040449902,0.6458187,0.30985415,0.023983642,0.05521951,0.463761,-0.096909486
-0.14933579,-0.25592127,-0.54551876,-0.35683575,-0.59369814,-0.7254654,-0.8338715,-0.16964403,-0.08941812,-0.3904888,-0.4533738,0.012548044,-0.41627413,-0.66145307,-0.5702258,-0.43750775,-0.6292692,-0.50373507,-0.40260842,-0.7214223,-0.43648976,-0.68688077,-0.31095597,-0.510259,-0.579806,-0.13398623,-0.8046907,-0.47801432,-0.5112432,-0.32999915,-0.29037136,-0.5973135,0.48760206,-0.51160765,-0.2702098,-0.30219647,-0.6128074,-0.3683602,-0.38113612,-0.47717974,-0.39314365,-0.4225467,-0.37762064,-0.186463,-0.42438462,-0.27994898,-0.34828576,-0.076927006,-0.4197102,0.3385832
-0.0026901278,-0.00017737794,-0.00047656448,-0.0027920138,-0.0020554408,-0.0005658517,-0.00033404384,-0.0033103374,-0.0031103194,-0.0012572207,-0.00041830243,-0.00030865043,-0.00020606651,-0.00051794644,-0.0005491469,-0.00077663816,-0.0004626695,-0.00042568974,-0.00048584884,-0.0006989608,-0.00092893123,-0.00046155215,-0.00014242642,-0.0007049886,-0.00061106303,-0.0007661387,-6.912143e-05,-0.0002078248,-0.00040131668,-0.000111050285,-0.0027153434,-0.0002814839,-0.00028782923,-0.0036301457,-0.0007418254,-0.0011426904,-0.00020158169,-4.8942697e-05,-5.6365978e-05,-0.3910067,-0.00037888307,-0.00011821417,-0.00026092227,-5.229992e-05,-6.261333e-05,-0.00012629127,-0.000120866935,-5.4848562e-05,-0.00017236451,-0.001046291
-0.012706472,-0.41838846,-0.20210604,-0.01071992,-0.34353584,-0.3344861,-0.28697082,-0.047026932,-0.031417765,0.051288944,0.1158211,-0.49497238,-0.22665581,-0.055670887,-0.16069032,-0.2513215,-0.31344646,-0.22695608,-0.27228338,-0.27995643,-0.19787234,-0.14479533,0.08006712,-0.25404257,-0.15418464,0.065012604,-0.29041332,-0.22164062,-0.20718795,-0.1585524,-0.11498766,-0.2837581,-0.09475411,-0.23523994,-0.35327765,-0.078417815,-0.24386343,-0.1808002,-0.18601708,-0.4165668,0.17420265,0.09059173,0.09009839,0.06031561,0.060403682,0.09536698,0.06734235,-0.05605892,0.15622193,-0.16211873
0.016014999,-0.0061036563,0.09942557,0.013188451,0.040714223,0.11502802,0.09549146,0.02031008,0.019410089,-0.04428759,0.02281323,0.004105282,0.013531289,0.2220147,0.10632222,0.120543346,0.09211821,0.21559712,0.1122129,0.12199542,0.116224885,0.271893,0.17234139,0.12401147,0.112240344,0.051122002,0.08067876,0.1269169,0.2598106,0.30055308,0.14823632,0.24367347,0.22806296,0.21365209,0.10900209,-0.17593682,0.3289883,0.37032613,0.3193576,0.26233184,0.21857955,0.11324574,0.312359,0.29247403,0.10991503,0.057141356,0.19238596,0.23117514,0.22249773,0.05018723
0.0009081886,0.031968713,0.00052595267,0.00034745358,3.5020345e-05,0.0018604491,0.00083361974,0.0010767822,0.0006682198,0.0009606092,0.012399704,0.48031223,0.02264662,2.465204e-05,0.0006946473,0.0010878842,0.0006375099,0.0013791096,0.0007524743,0.0021697266,0.0010122759,0.0005752356,0.0016623122,0.00089501333,0.0013576627,0.0037030266,0.2828043,0.030539325,0.038423706,0.00055704906,0.00077490316,0.041874383,0.030480858,0.035064377,0.07739725,0.014378538,0.03790172,0.060119897,0.059750598,0.060545444,0.005065038,0.031810306,0.0010683774,0.0013945603,0.034458507,0.0034267902,0.0012453077,0.014078987,0.015042792,0.005266336
0.008258973,0.0013861202,0.0035676868,0.008192501,0.0018869766,0.0020499942,0.001728614,0.009129302,0.009437737,0.007893981,0.008573231,0.0011549605,0.0025739172,0.011852207,0.0043368973,0.0015840871,0.0034730572,0.0029067656,0.00487242,0.0024415734,0.004602556,0.0066767125,0.021785052,0.0011225657,0.0043855016,0.013081743,0.041133758,0.0033211599,0.0013596046,0.0034297837,0.003389506,0.0012576602,0.005152171,0.0025100396,0.0016521078,0.003153648,0.0011421001,0.0028072204,0.0022649188,0.00064569735,0.0031699424,0.005734163,0.032760818,0.055625882,0.004438558,0.004561346,0.031317662,0.005659219,0.0048754523,0.054067723
0.03941284,0.03127632,0.014190412,-0.009033086,0.016002312,0.014339357,-0.0060872673,0.03309846,0.023787092,0.016874406,0.024531564,-0.006444229,0.017784854,0.032781392,0.007900574,0.011437683,0.0069872173,0.02050569,0.016326116,0.016324548,0.0075170756,0.015017921,0.030734684,0.010306802,0.011750163,0.038380943,0.009525701,0.007281663,0.018355925,0.032314483,0.034072477,0.025548276,0.033475835,0.037582424,0.30111724,0.024976138,0.026789831,0.024550209,0.023839133,0.015566183,0.058425397,0.07006936,0.027932426,0.023347722,0.08587307,0.027221188,0.036933854,0.10188837,0.04084496,0.34817526
0.016733013,0.15255247,0.08163825,0.013054188,0.15729712,0.37642768,0.25269228,0.018356133,0.023361519,0.06896984,0.03904938,0.23748796,0.05184518,0.057694923,0.050226007,0.33025828,0.14641304,0.31642494,0.20970052,0.40904707,0.16468413,0.21850869,0.1209512,0.37783518,0.04903855,0.013252503,0.55915105,0.04512557,0.035613377,0.24234673,0.020351762,0.028297352,0.040004615,0.03468771,0.055984695,0.0061502275,0.02065361,0.08948676,0.07596326,0.033085383,0.16713549,0.0537265,0.046197068,0.29900208,0.08677912,0.14960241,0.19524877,0.19027795,0.014911559,0.030531012
0.019051798,0.23254663,0.094410874,0.03001331,0.10572999,0.14589347,0.11405496,0.01864335,0.03190077,0.16407195,0.27005738,0.12924904,0.34043032,0.062662095,0.10375337,0.10713054,0.07370046,0.13383143,0.066695794,0.1356575,0.08988453,0.12950099,0.101750605,0.10162919,0.1619935,0.12553237,0.020349158,0.36365113,0.06217892,0.06232166,0.04982689,0.054472156,0.3158825,0.04936377,0.09340312,0.12432981,0.05301014,0.21838379,0.1931226,0.054420296,0.119384825,0.1488789,0.049812224,0.1516011,0.14556523,0.16377418,0.122532666,0.12378281,0.07277354,0.03097677
-0.025996698,-0.069693826,-0.038338277,-0.021252224,-0.0056420267,-0.0041428427,-0.021228747,-0.018399017,-0.008220607,-0.0009953273,-0.011360375,0.005424976,-0.045369927,0.005396215,-0.03487406,-0.0124592595,-0.015133444,-0.040227327,-0.019078119,-0.003648948,-0.016585626,0.003957135,-0.043874852,-0.016924113,-0.02995075,0.008952403,0.1092327,-0.04650259,-0.011149217,-0.07453658,-0.0053729163,-0.005832367,-0.06908721,-0.0036928055,-0.0109429415,0.00051819853,-0.004476169,-0.08986658,-0.07272218,-0.012968806,0.00012625573,-0.017365746,-0.066497765,-0.067886196,-0.012492991,-0.03883239,-0.066164955,-0.03981011,0.006600979,-0.038162526
0.0061497246,0.00016135092,0.0022264924,0.002470588,0.0017546611,0.0016346624,0.0025842108,0.006185829,0.007691822,0.002794152,0.00045916074,0.0010947123,0.00041651208,0.007621778,0.0032636134,0.0011732104,0.0017362586,0.00092135335,0.0013380604,0.0015450562,0.0016367837,0.0028492878,0.0015019589,0.0013441332,0.0030822116,0.0025247459,0.0023099151,0.00048251287,0.0025389446,0.000742618,0.0323368,0.0028551882,0.0012767402,0.0028502676,0.0004380169,0.014187916,0.0041293176,0.00025690312,0.00030314713,0.0062412103,0.009478516,0.00032362127,0.014679183,0.00038055432,0.00020576968,0.0017493797,0.00055938645,0.00027518164,0.01012469,0.00019212035
-0.016954174,-0.0014110735,-0.005033438,-0.050257776,-0.010178884,-0.06593129,-0.03618339,-0.009434501,-0.017952144,-0.008828451,-0.004536677,-0.06367713,-0.0046042344,-0.01766254,-0.0070952787,-0.050768208,-0.010159265,-0.039318994,-0.00943363,-0.07193636,-0.020201694,-0.015687877,-0.013788265,-0.06871394,-0.008853719,-0.0013205201,-0.14000349,-0.006648262,-0.0036936,-0.008611563,-0.010117252,-0.0040182113,-0.0018253138,-0.00449509,-0.0030467573,-0.0032661895,-0.0045212912,-0.003864619,-0.0034693785,-0.003147907,-0.032191537,-0.0018926424,-0.028965972,-0.011690699,-0.0013835428,-0.025981048,-0.011035272,-0.0030402802,-0.00297743,-0.0057252618
0.0006921113,-0.024278125,-0.003713204,-0.0026041623,-0.0013624196,-0.002023162,-0.0063861636,0.0004863363,0.0010334965,-0.0008223051,-0.004557306,-0.0032582441,-0.011636467,-0.0035190182,-0.0028670763,-0.0007513997,-0.0016542617,-0.0011869345,-0.0014788514,-0.0029694906,-0.0008969986,-0.0007891254,-0.010158496,-0.00076104316,-0.0034503685,-0.0038487758,-0.019244874,-0.0080809,-0.08184454,-0.0036234683,-0.009217531,-0.09795756,-0.03023932,-0.14924653,-0.14840594,-0.039449412,-0.06145886,-0.04331077,-0.0323432,-0.052530155,-0.07668199,-0.01298165,-0.033224113,-0.008190671,-0.00825578,-0.016932976,-0.008555473,-0.0025726561,-0.029362243,-0.00014852124
