Using device: cuda
Epoch[10/300], loss: 15433.3134765625
Epoch[20/300], loss: 4.152573108673096
Epoch[30/300], loss: 0.4189628064632416
Epoch[40/300], loss: 0.1682671755552292
Epoch[50/300], loss: 0.11353407055139542
Epoch[60/300], loss: 0.0919916033744812
Epoch[70/300], loss: 0.08062063902616501
Epoch[80/300], loss: 0.07457419484853745
Epoch[90/300], loss: 0.06944019347429276
Epoch[100/300], loss: 0.06678766757249832
Epoch[110/300], loss: 0.06346491724252701
Epoch[120/300], loss: 0.06212263181805611
Epoch[130/300], loss: 0.06059989333152771
Epoch[140/300], loss: 0.059479307383298874
Epoch[150/300], loss: 0.05854548141360283
Epoch[160/300], loss: 0.05805487558245659
Epoch[170/300], loss: 0.056976351886987686
Epoch[180/300], loss: 0.05603666231036186
Epoch[190/300], loss: 0.05588861182332039
Epoch[200/300], loss: 0.05556616187095642
Epoch[210/300], loss: 0.054773181676864624
Epoch[220/300], loss: 0.05415039137005806
Epoch[230/300], loss: 0.054135363548994064
Epoch[240/300], loss: 0.05343684181571007
Epoch[250/300], loss: 0.05385419726371765
Epoch[260/300], loss: 0.053552526980638504
Epoch[270/300], loss: 0.05351128801703453
Epoch[280/300], loss: 0.053168829530477524
Epoch[290/300], loss: 0.05248340964317322
Epoch[300/300], loss: 0.052115365862846375
