Using device: cuda
Epoch[10/300], loss: 0.023600229993462563
Epoch[20/300], loss: 0.013686738908290863
Epoch[30/300], loss: 0.008793629705905914
Epoch[40/300], loss: 0.00602605938911438
Epoch[50/300], loss: 0.004399159457534552
Epoch[60/300], loss: 0.003270723856985569
Epoch[70/300], loss: 0.002523603616282344
Epoch[80/300], loss: 0.0018465943867340684
Epoch[90/300], loss: 0.0017401395598426461
Epoch[100/300], loss: 0.0013825902715325356
Epoch[110/300], loss: 0.001113204867579043
Epoch[120/300], loss: 0.0009681899682618678
Epoch[130/300], loss: 0.0009942069882526994
Epoch[140/300], loss: 0.0009291518363170326
Epoch[150/300], loss: 0.0007864765939302742
Epoch[160/300], loss: 0.0007398841553367674
Epoch[170/300], loss: 0.000653525406960398
Epoch[180/300], loss: 0.0005639932351186872
Epoch[190/300], loss: 0.0005489544128067791
Epoch[200/300], loss: 0.000477802095701918
Epoch[210/300], loss: 0.000449706130893901
Epoch[220/300], loss: 0.00042052610660903156
Epoch[230/300], loss: 0.0004787497455254197
Epoch[240/300], loss: 0.0004036501923110336
Epoch[250/300], loss: 0.0003790711343754083
Epoch[260/300], loss: 0.0003332381893415004
Epoch[270/300], loss: 0.0003073801926802844
Epoch[280/300], loss: 0.0002967668988276273
Epoch[290/300], loss: 0.0002948913024738431
Epoch[300/300], loss: 0.00025938128237612545
