
Using device: cuda
Epoch[10/100], train loss: 16.638388
Epoch[20/100], train loss: 13.807835
Epoch[30/100], train loss: 11.004912
Epoch[40/100], train loss: 9.537341
Epoch[50/100], train loss: 7.762811
Epoch[60/100], train loss: 6.086178
Epoch[70/100], train loss: 5.032785
Epoch[80/100], train loss: 4.438093
Epoch[90/100], train loss: 3.489209
Epoch[100/100], train loss: 2.677651
